unit procedure,sampling point,parameter name,parameter detail,run number,batch number,date of manufacture,process start,parameter date,local id,value_text(reported),value_num(recorded/full precision),uom,lal,ual,lcl,ucl,lrl,ucl,cl,nel1,nel2,nel3,nel4,ppk,control_precision,action_precision,rejection_precision,scale,summary table,disposition_date,result type,source_system,ctrl_violation,action_violation,rej_violation
BIP-DE-PRDS-002051-LONZA,.,Color,PRDS-002051,0010193976,0010193976,2013-05-23 00:00:00,2013-05-23 00:00:00,2013-05-23 00:00:00,.,= Purified Water,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Color,PRDS-002051,0010193977,0010193977,2013-06-03 00:00:00,2013-06-03 00:00:00,2013-06-03 00:00:00,.,= Purified Water,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Color,PRDS-002051,0010220527,0010220527,2014-10-06 00:00:00,2014-09-15 00:00:00,2014-10-06 00:00:00,.,Colorless,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Color,PRDS-002051,0010220528,0010220528,2014-11-07 00:00:00,2014-11-07 00:00:00,2014-11-07 00:00:00,.,= Purified Water,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Moisture Content,PRDS-002051,0010171607,0010171607,2013-04-23 00:00:00,2013-04-23 00:00:00,2013-04-23 00:00:00,.,<0.6,0.600000000000000,%,.,<3.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Moisture Content,PRDS-002051,0010193976,0010193976,2013-05-23 00:00:00,2013-05-23 00:00:00,2013-05-23 00:00:00,.,<0.6,0.600000000000000,%,.,<3.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Moisture Content,PRDS-002051,0010193977,0010193977,2013-06-03 00:00:00,2013-06-03 00:00:00,2013-06-03 00:00:00,.,<0.6,0.600000000000000,%,.,<3.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Moisture Content,PRDS-002051,0010220527,0010220527,2014-10-06 00:00:00,2014-09-15 00:00:00,2014-10-06 00:00:00,.,<0.6,0.600000000000000,%,.,<3.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Moisture Content,PRDS-002051,0010220528,0010220528,2014-11-07 00:00:00,2014-11-07 00:00:00,2014-11-07 00:00:00,.,<0.6,0.600000000000000,%,.,<3.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Osmolality,PRDS-002051,0010171607,0010171607,2013-04-23 00:00:00,2013-04-23 00:00:00,2013-04-23 00:00:00,.,193,193.000000000000000,mOsm/Kg,145,295,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Osmolality,PRDS-002051,0010193976,0010193976,2013-05-23 00:00:00,2013-05-23 00:00:00,2013-05-23 00:00:00,.,204,204.000000000000000,mOsm/Kg,145,295,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Osmolality,PRDS-002051,0010193977,0010193977,2013-06-03 00:00:00,2013-06-03 00:00:00,2013-06-03 00:00:00,.,199,199.000000000000000,mOsm/Kg,145,295,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Osmolality,PRDS-002051,0010220527,0010220527,2014-10-06 00:00:00,2014-09-15 00:00:00,2014-10-06 00:00:00,.,204,204.000000000000000,mOsm/Kg,145,295,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,Osmolality,PRDS-002051,0010220528,0010220528,2014-11-07 00:00:00,2014-11-07 00:00:00,2014-11-07 00:00:00,.,192,192.000000000000000,mOsm/Kg,145,295,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SDS-PAGE Reduced,PRDS-002051,0010171607,0010171607,2013-04-23 00:00:00,2013-04-23 00:00:00,2013-04-23 00:00:00,.,100,100.000000000000000,%,>=97,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SDS-PAGE Reduced,PRDS-002051,0010193976,0010193976,2013-05-23 00:00:00,2013-05-23 00:00:00,2013-05-23 00:00:00,.,100,100.000000000000000,%,>=97,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SDS-PAGE Reduced,PRDS-002051,0010193977,0010193977,2013-06-03 00:00:00,2013-06-03 00:00:00,2013-06-03 00:00:00,.,100,100.000000000000000,%,>=97,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SDS-PAGE Reduced,PRDS-002051,0010220527,0010220527,2014-10-06 00:00:00,2014-09-15 00:00:00,2014-10-06 00:00:00,.,98.99,98.990000000000000,%,>=97,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SDS-PAGE Reduced,PRDS-002051,0010220528,0010220528,2014-11-07 00:00:00,2014-11-07 00:00:00,2014-11-07 00:00:00,.,100,100.000000000000000,%,>=97,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SE-HPLC Aggregates,PRDS-002051,0010171607,0010171607,2013-04-23 00:00:00,2013-04-23 00:00:00,2013-04-23 00:00:00,.,0.453,0.453000000000000,%,.,<=2.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SE-HPLC Aggregates,PRDS-002051,0010193976,0010193976,2013-05-23 00:00:00,2013-05-23 00:00:00,2013-05-23 00:00:00,.,0.332,0.332000000000000,%,.,<=2.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SE-HPLC Aggregates,PRDS-002051,0010193977,0010193977,2013-06-03 00:00:00,2013-06-03 00:00:00,2013-06-03 00:00:00,.,0.333,0.333000000000000,%,.,<=2.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SE-HPLC Aggregates,PRDS-002051,0010220527,0010220527,2014-10-06 00:00:00,2014-09-15 00:00:00,2014-10-06 00:00:00,.,0.364,0.364000000000000,%,.,<=2.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SE-HPLC Aggregates,PRDS-002051,0010220528,0010220528,2014-11-07 00:00:00,2014-11-07 00:00:00,2014-11-07 00:00:00,.,0.279,0.279000000000000,%,.,<=2.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SE-HPLC Monomer,PRDS-002051,0010171607,0010171607,2013-04-23 00:00:00,2013-04-23 00:00:00,2013-04-23 00:00:00,.,99.547,99.547000000000000,%,>=97.6,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SE-HPLC Monomer,PRDS-002051,0010193976,0010193976,2013-05-23 00:00:00,2013-05-23 00:00:00,2013-05-23 00:00:00,.,99.668,99.668000000000000,%,>=97.6,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SE-HPLC Monomer,PRDS-002051,0010193977,0010193977,2013-06-03 00:00:00,2013-06-03 00:00:00,2013-06-03 00:00:00,.,99.667,99.667000000000000,%,>=97.6,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SE-HPLC Monomer,PRDS-002051,0010220527,0010220527,2014-10-06 00:00:00,2014-09-15 00:00:00,2014-10-06 00:00:00,.,99.636,99.636000000000000,%,>=97.6,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-LONZA,.,SE-HPLC Monomer,PRDS-002051,0010220528,0010220528,2014-11-07 00:00:00,2014-11-07 00:00:00,2014-11-07 00:00:00,.,99.721,99.721000000000000,%,>=97.6,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_JP,PRDS-002051,0010220527,0010220527,2014-10-06 00:00:00,2014-09-15 00:00:00,2014-10-06 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_JP,PRDS-002051,0010220528,0010220528,2014-11-07 00:00:00,2014-11-07 00:00:00,2014-11-07 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_JP,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_JP,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_JP,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_JP,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_JP,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_JP,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_USPEP,PRDS-002051,0010220527,0010220527,2014-10-06 00:00:00,2014-09-15 00:00:00,2014-10-06 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_USPEP,PRDS-002051,0010220528,0010220528,2014-11-07 00:00:00,2014-11-07 00:00:00,2014-11-07 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_USPEP,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_USPEP,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_USPEP,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_USPEP,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_USPEP,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-NamSa,.,Rabbit Pyrogen Test_USPEP,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,No response,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Absence of Protein,PRDS-002052,0010172021,0010172021,2012-11-23 00:00:00,2012-11-23 00:00:00,2012-11-23 00:00:00,.,No detectable protein,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Absence of Protein,PRDS-002052,0010204522,0010204522,2013-02-27 00:00:00,2013-02-27 00:00:00,2013-02-27 00:00:00,.,No detectable protein,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Absence of Protein,PRDS-002052,0010242770,0010242770,2015-05-29 00:00:00,2015-05-29 00:00:00,2015-05-29 00:00:00,.,No detectable protein,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Absence of Protein,PRDS-002052,0010268111,0010268111,2015-10-28 00:00:00,2015-10-28 00:00:00,2015-10-28 00:00:00,.,No detectable protein,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Absence of Protein,PRDS-002052,0010268112,0010268112,2015-12-03 00:00:00,2015-11-01 00:00:00,2015-12-03 00:00:00,.,No detectable protein,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Absence of Protein,PRDS-002052,0010290300,0010290300,2016-04-22 00:00:00,2016-04-22 00:00:00,2016-04-22 00:00:00,.,No detectable protein,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Absence of Protein,PRDS-002052,0010312725,0010312725,2016-07-01 00:00:00,2016-07-01 00:00:00,2016-07-01 00:00:00,.,No detectable protein,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Absence of Protein,PRDS-002052,0010290301,0010290301,2016-07-18 00:00:00,2016-07-18 00:00:00,2016-07-18 00:00:00,.,No detectable protein,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Absence of Protein,PRDS-002052,0010317782,0010317782,2017-04-28 00:00:00,2017-04-28 00:00:00,2017-04-28 00:00:00,.,No detectable protein,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Absence of Protein,PRDS-002052,0010363356,0010363356,2017-10-18 00:00:00,2017-10-18 00:00:00,2017-10-18 00:00:00,.,No detectable protein,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Absence of Protein,PRDS-002052,0010363357,0010363357,2018-02-14 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,.,No detectable protein,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Absence of Protein,PRDS-002052,0010408350,0010408350,2018-06-27 00:00:00,2018-06-27 00:00:00,2018-06-27 00:00:00,.,No detectable protein,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Appearance,PRDS-002052,0010172021,0010172021,2012-11-23 00:00:00,2012-11-23 00:00:00,2012-11-23 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Appearance,PRDS-002052,0010204522,0010204522,2013-02-27 00:00:00,2013-02-27 00:00:00,2013-02-27 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Appearance,PRDS-002052,0010242770,0010242770,2015-05-29 00:00:00,2015-05-29 00:00:00,2015-05-29 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Appearance,PRDS-002052,0010268111,0010268111,2015-10-28 00:00:00,2015-10-28 00:00:00,2015-10-28 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Appearance,PRDS-002052,0010268112,0010268112,2015-12-03 00:00:00,2015-11-01 00:00:00,2015-12-03 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Appearance,PRDS-002052,0010290300,0010290300,2016-04-22 00:00:00,2016-04-22 00:00:00,2016-04-22 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Appearance,PRDS-002052,0010312725,0010312725,2016-07-01 00:00:00,2016-07-01 00:00:00,2016-07-01 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Appearance,PRDS-002052,0010290301,0010290301,2016-07-18 00:00:00,2016-07-18 00:00:00,2016-07-18 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Appearance,PRDS-002052,0010317782,0010317782,2017-04-28 00:00:00,2017-04-28 00:00:00,2017-04-28 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Appearance,PRDS-002052,0010363356,0010363356,2017-10-18 00:00:00,2017-10-18 00:00:00,2017-10-18 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Appearance,PRDS-002052,0010363357,0010363357,2018-02-14 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Appearance,PRDS-002052,0010408350,0010408350,2018-06-27 00:00:00,2018-06-27 00:00:00,2018-06-27 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins,PRDS-002052,0010172021,0010172021,2012-11-23 00:00:00,2012-11-23 00:00:00,2012-11-23 00:00:00,.,<1,1.000000000000000,EU/mL,.,<=5,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins,PRDS-002052,0010204522,0010204522,2013-02-27 00:00:00,2013-02-27 00:00:00,2013-02-27 00:00:00,.,<1,1.000000000000000,EU/mL,.,<=5,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins,PRDS-002052,0010242770,0010242770,2015-05-29 00:00:00,2015-05-29 00:00:00,2015-05-29 00:00:00,.,<1,1.000000000000000,EU/mL,.,<=5,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins,PRDS-002052,0010268111,0010268111,2015-10-28 00:00:00,2015-10-28 00:00:00,2015-10-28 00:00:00,.,<1,1.000000000000000,EU/mL,.,<=5,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins,PRDS-002052,0010268112,0010268112,2015-12-03 00:00:00,2015-11-01 00:00:00,2015-12-03 00:00:00,.,<1,1.000000000000000,EU/mL,.,<=5,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins,PRDS-002052,0010290300,0010290300,2016-04-22 00:00:00,2016-04-22 00:00:00,2016-04-22 00:00:00,.,<1,1.000000000000000,EU/mL,.,<=5,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins,PRDS-002052,0010312725,0010312725,2016-07-01 00:00:00,2016-07-01 00:00:00,2016-07-01 00:00:00,.,<1,1.000000000000000,EU/mL,.,<=5,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins,PRDS-002052,0010290301,0010290301,2016-07-18 00:00:00,2016-07-18 00:00:00,2016-07-18 00:00:00,.,<1,1.000000000000000,EU/mL,.,<=5,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins,PRDS-002052,0010317782,0010317782,2017-04-28 00:00:00,2017-04-28 00:00:00,2017-04-28 00:00:00,.,<1,1.000000000000000,EU/mL,.,<=5,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins,PRDS-002052,0010363356,0010363356,2017-10-18 00:00:00,2017-10-18 00:00:00,2017-10-18 00:00:00,.,<1,1.000000000000000,EU/mL,.,<=5,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins,PRDS-002052,0010363357,0010363357,2018-02-14 00:00:00,2018-02-14 00:00:00,2018-02-14 00:00:00,.,<1,1.000000000000000,EU/mL,.,<=5,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins,PRDS-002052,0010408350,0010408350,2018-06-27 00:00:00,2018-06-27 00:00:00,2018-06-27 00:00:00,.,<1,1.000000000000000,EU/mL,.,<=5,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins (Formulation),PRDS-002052,0010268111,0010268111,2015-10-28 00:00:00,2015-10-28 00:00:00,2015-10-28 00:00:00,.,<1,1.000000000000000,EU/mL,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002052-BIP,.,Bacterial Endotoxins (Formulation),PRDS-002052,0010268112,0010268112,2015-12-03 00:00:00,2015-11-01 00:00:00,2015-12-03 00:00:00,.,<1,1.000000000000000,EU/mL,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
